Contest	Contest number	Party number	Endorsement number	Endorser number	Supplemental search	Endorser	Description	State	Region	DATE	Cal quart	Pol quart	Cal dichot	Pol dichot	Endorsee	Nominee	Count	Adjusted count	Weight	Adjusted weight	Pond	Weighted pond	Home state endorsement	Home region endorsement	Another candidate's home state endorsement	Another candidate's home region endorsement	Geography	Weighted geography	Own group endorsement	Another candidate's group endorsement	Group	Weighted group	Endorser's ideology	Ideological distance	Weighted ideological distance	Breadth	Breadth dummy	Weighted breadth																			
2000D	8	1	3970	5886	1	UFCW  	Labor union		National	10/11/99	4	3	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
2000D	8	1	3971	1116	1	Dick Huot	Mayor of Berlin	NH	Northeast	10/13/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	3972	3327	1	Nick Paindiris	Town committee chair	CT	Northeast	10/13/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	3973	5072	1	Machinists' Union	Labor union	WA 	West  	10/14/99	4	3	2	2	Gore	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	3974	2603	1	Kathy Allen	Political consultant	WA	West  	10/14/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	3975	5279	1	Edward Marcus	State party chair	CT	Northeast	10/14/99	4	3	2	2	Gore	1	1	1	0.5	0.5	1	0.5	0	0	0	0	1	0.500	0	0	0.5	0.250	-1.000	1.200	0.600	0.600	1	0.300																			
2000D	8	1	3976	1898	1	Jackie Speier	State senator	CA	West	10/15/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	1.000	0.700	0.140	0.350	1	0.070																			
2000D	8	1	3977	2382	1	John Mannion 	CEO Unity Mutual Insurance Company	NY	Northeast	10/17/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	3978	4373	1	Tom Buckel	Former candidate for U.S. rep.	NY	Northeast	10/17/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	3979	371	1	Bill McKeon	Former state party chair	NY	Northeast	10/17/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	3980	5216	1	David Dinkins	Former mayor of New York City	NY	Northeast	10/17/99	4	3	2	2	Gore	1	1	1	0.2	0.2	1	0.2	0	0	0	1	1	0.200	0	0	0.5	0.100	1.000	0.800	0.160	0.400	1	0.080																			
2000D	8	1	3981	4368	1	Tom Ament	County executive	WI	Midwest/Plains	10/20/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	3982	1539	1	George Becker	President United Steelworkers of America  	PA	Northeast	10/20/99	4	3	2	2	Gore	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	0	0.5	0.200																									
2000D	8	1	3983	5718	1	Richard Riley	"U.S. Secretary of Education, former governor"	SC	South	10/20/99	4	3	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	0	0	0.5	0.200	-1.000	1.200	0.480	0.300	1	0.120																			
2000D	8	1	3984	5053	1	Teachers Association	Labor union	MA 	Northeast	10/21/99	4	3	2	2	Gore	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	1.000	0.800	0.160	0.400	1	0.080																			
2000D	8	1	3985	2573	1	K.C. Jones	"Former basketball player, coach"	MA	Northeast	10/23/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	3986	2717	1	Larry Martinez	"Lobbyist, activist"	CO	West/Plains	10/23/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	3987	3779	1	Robert Flack	Former state conservation commissioner	NY	Northeast	10/24/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	3988	216	1	Barbara Gardner	State house majority party whip	MA	Northeast	10/24/99	4	3	2	2	Bradley	0	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200																									
2000D	8	1	3989	5302	1	Firefighters Union	Labor union	NH	Northeast	10/25/99	4	3	2	2	Gore	1	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	3990	2907	1	Marie Carmichel	Wife of Joe Carmichael	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.050																									
2000D	8	1	3991	4652	1	Unknown	County officials	MO	Plains	10/31/99	4	3	2	2	Bradley	0	4	1.5	0.1	0.15	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.075																									
2000D	8	1	3992	370	1	Bill McKenna	Former state senate president pro-tempore	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
2000D	8	1	3993	214	1	Barbara Fraser	State rep.	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
2000D	8	1	3994	3740	1	Rita Days	State rep.	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
2000D	8	1	3995	3937	1	Russell Gunn	State rep.	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
2000D	8	1	3996	2436	1	John Schneider	State senator	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
2000D	8	1	3997	4160	1	Steve Stoll	State senator	MO	Plains	10/31/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100	-1.000	1.300	0.260	0.000	0	0.000																			
2000D	8	1	3998	2928	1	Mark DiMassimo	Advertising executive	NY	Northeast	11/1/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	3999	367	1	Bill Lynch	Former aide to David Dinkins	NY	Northeast	11/1/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050	1.000	0.800	0.080	0.400	1	0.040																			
2000D	8	1	4000	4232	1	Susan Hynes	Candidate for U.S. rep.	IL	Midwest	11/8/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4001	3057	1	Matt Peulen	County commissioner	CO	West/Plains	11/9/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4002	723	1	Chris Gates	Former DNC member	CO	West/Plains	11/9/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4003	2630	1	Ken Fellman	Mayor-elect of Arvada	CO	West/Plains	11/9/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4004	812	1	Colton Alton	President College Democrats	CO	West/Plains	11/9/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4005	4233	1	Susan Kirk	Regent University of Colorado	CO	West/Plains	11/9/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4006	3746	1	Rob Hernandez	State senator	CO	West/Plains	11/9/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4007	2489	1	Jose Ibarra	City councilman	AZ	West/Southwest	11/10/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4008	4280	1	Terry Anderson	City councilman	AZ	West/Southwest	11/10/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4009	2009	1	Janet Napolitano	State attorney general	AZ	West/Southwest	11/11/99	4	3	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4010	4686	1	Unknown	State legislators	AZ	West/Southwest	11/11/99	4	3	2	2	Gore	1	unknown	1.5	0.2	0.3	0	0.0	0	0	0	0	1	0.300	0	0	0.5	0.150																									
2000D	8	1	4011	3947	1	Rutt Bridges	Founder Bighorn Center	CO	West/Plains	11/12/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4012	1630	1	Grant Hill	Basketball player	FL 	South	11/13/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	1	0	0	0.000																									
2000D	8	1	4013	408	1	Billy Cunningham	Former basketball player	FL	South	11/13/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	1	0	0	0.000																									
2000D	8	1	4014	1143	1	Dolph Schayes	Former basketball player	NY	Northeast	11/13/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4015	3265	1	Moses Malone	Former basketball player	PA	Northeast	11/13/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4016	5458	1	Joe Namath	Former football player	NY	Northeast	11/13/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	1	0.1	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4017	1701	1	Harvey Keitel	Actor	CA	West	11/15/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4018	3411	1	Patrick Ewing	Basketball player	NY	Northeast	11/15/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4019	3636	1	Rebecca Lobo	Basketball player	CT	Northeast	11/15/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4020	4358	1	Tiny Archibald	Former basketball player	MA	Northeast	11/15/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4021	2392	1	John McEnroe	Tennis player	NY	Northeast	11/15/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	1	0	0	0.000																									
2000D	8	1	4022	504	1	Brad Sherman	U.S. rep.	CA 	West	11/15/99	4	3	2	2	Gore	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200																									
2000D	8	1	4023	399	1	Bill Walton	Former basketball player	OR 	West	11/18/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	1	0	0	0.000																									
2000D	8	1	4024	2575	1	Kareem Abdul Jabbar	Former basketball player	CA	West	11/18/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	1	0	0	0.000																									
2000D	8	1	4025	4656	1	Unknown	State legislators	WA	West  	11/18/99	4	3	2	2	Bradley	0	20	1.5	0.2	0.3	0	0.0	0	0	0	0	1	0.300	0	0	0.5	0.150																									
2000D	8	1	4026	2894	1	Margaret Haugen	State senator	WA	West  	11/18/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4027	919	1	Dave O'Brian	"Activist, former state campaign director (Clinton '92)"	IA	Plains	11/19/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4028	787	1	Clarke Rasmussen	State campaign director (Clinton '96)	IA	Plains	11/19/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4029	5664	1	Paul Simon	Former U.S. Senator	IL 	Midwest	11/19/99	4	3	2	2	Gore	1	1	1	0.3	0.3	1	0.3	0	0	0	0	1	0.300	0	0	0.5	0.150	0.522	0.322	0.097	0.161	1	0.048																			
2000D	8	1	4030	4687	1	Unknown	State legislators	WA 	West  	11/20/99	4	3	2	2	Gore	1	50	1.5	0.2	0.3	0	0.0	0	0	0	0	1	0.300	0	0	0.5	0.150																									
2000D	8	1	4031	4068	1	Sixth Ward Democratic Organization	Local party organization	MO 	Plains	11/21/99	4	3	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	1	1	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4032	3046	1	Mary Whitney	Mayor of Fitchburg	MA 	Northeast	11/22/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4033	4688	1	Unknown	Local party officials	MA 	Northeast	11/22/99	4	3	2	2	Gore	1	40	1.5	0.3	0.45	0	0.0	0	0	0	0	1	0.450	0	0	0.5	0.225																									
2000D	8	1	4034	2748	1	Lee Brown	Mayor of Houston	TX	South/Southwest	11/22/99	4	3	2	2	Gore	1	1	1	0.4	0.4	0	0.0	0	1	0	0	0.5	0.200	0	0	0.5	0.200																									
2000D	8	1	4035	5439	1	Jim McGovern	U.S. rep.	MA 	Northeast	11/22/99	4	3	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.656	0.456	0.182	0.228	1	0.091																			
2000D	8	1	4036	5914	1	William Delahunt	U.S. rep.	MA 	Northeast	11/22/99	4	3	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.583	0.383	0.153	0.192	1	0.077																			
2000D	8	1	4037	5266	1	Ed Garvey	Former candidate for governor	WI	Midwest/Plains	11/23/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	1.000	0.700	0.140	0.350	1	0.070																			
2000D	8	1	4038	5844	1	Thomas Miller	State senate president	MD	Northeast	11/24/99	4	3	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200	-1.000	1.200	0.480	0.600	1	0.240																			
2000D	8	1	4039	5550	1	Lucian Pawlak	Mayor of New Britain	CT	Northeast	11/25/99	4	3	2	2	Gore	1	1	1	0.1	0.1	1	0.1	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4040	2237	1	Joe Ganim	Mayor of Bridgeport	CT	Northeast	11/25/99	4	3	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4041	1089	1	Denny White	County party chair	OH 	Midwest	11/28/99	4	3	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.200	0.040	0.100	1	0.020																			
2000D	8	1	4042	1115	1	Dick Harpootlian	State party chair	SC	South	11/28/99	4	3	2	2	Gore	1	1	1	0.5	0.5	0	0.0	0	1	0	0	0.5	0.250	0	0	0.5	0.250	0.000	0.200	0.100	0.050	1	0.025																			
2000D	8	1	4043	295	1	Betty Barnette	City treasurer	NY	Northeast	11/30/99	4	3	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4044	2947	1	Mark Pattison	Mayor of Troy	NY	Northeast	11/30/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4045	4180	1	Stewart Bainum Jr.	Former state senator	MD	Northeast	12/2/99	4	3	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4046	1933	1	James Jajuga	State senator	MA	Northeast	12/5/99	4	3	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
2000D	8	1	4047	2446	1	John Tapscott	Former state senator	IA	Plains	12/6/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4048	2548	1	Judith Valles	Mayor of San Bernadino	CA 	West	12/6/99	4	4	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4049	3048	1	Matilda Cuomo	Wife of Mario Cuomo	NY	Northeast	12/6/99	4	4	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4050	1073	1	Dennis Hughes	President state AFL-CIO	NY	Northeast	12/6/99	4	4	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	0	1	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4051	3413	1	Patrick Johnson	State senator	CA	West	12/6/99	4	4	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4052	850	1	Cynthia Sullivan	County councilwoman	WA	West  	12/7/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4053	3608	1	Randy Revelle	Former county executive	WA	West  	12/7/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4054	1794	1	Hubert Locke	Professor of public affairs	WA	West  	12/7/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4055	650	1	Central Committee	State party organization	CT	Northeast	12/7/99	4	4	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4056	4961	1	William Dyson	State rep.	CT	Northeast	12/7/99	4	4	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
2000D	8	1	4057	3003	1	Mary Ann Handley	State senator	CT	Northeast	12/7/99	4	4	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
2000D	8	1	4058	5158	1	C. Virginia Fields	Borough president	NY	Northeast	12/11/99	4	4	2	2	Gore	1	1	1	0.1	0.1	1	0.1	0	0	0	1	1	0.100	0	0	0.5	0.050	1.000	0.800	0.080	0.400	1	0.040																			
2000D	8	1	4059	5683	1	Peter Vallone	City council speaker	NY	Northeast	12/11/99	4	4	2	2	Gore	1	1	1	0.1	0.1	1	0.1	0	0	0	1	1	0.100	0	0	0.5	0.050	-1.000	1.200	0.120	0.600	1	0.060																			
2000D	8	1	4060	1732	1	Henry Kaufman	"Economist (Wall Street, big)"	NY	Northeast	12/11/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050	-1.000	1.300	0.130	0.325	1	0.033																			
2000D	8	1	4061	2838	1	Lou Papan	State rep.	CA	West	12/11/99	4	4	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4062	5558	1	Major Owens	U.S. rep.	NY	Northeast	12/11/99	4	4	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200	0.819	0.619	0.248	0.310	1	0.124																			
2000D	8	1	4063	4227	1	Susan Connolly	Activist	MA	Northeast	12/12/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4064	4970	1	William Keating	County district attorney	MA	Northeast	12/12/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4065	4689	1	Unknown	Elected officials	NY	Northeast	12/12/99	4	4	2	2	Gore	1	50	1.5	0.1	0.15	0	0.0	0	0	0	1	1	0.150	0	0	0.5	0.075																									
2000D	8	1	4066	2919	1	Marjorie Clapprood	Former state rep.	MA	Northeast	12/12/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4067	2625	1	Kelly Ann Timilty	Governor's councilor	MA	Northeast	12/12/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4068	5065	1	Aretha Franklin	Singer	MI	Midwest	12/12/99	4	4	2	2	Gore	1	1	1	0.1	0.1	1	0.1	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4069	594	1	Carl Lewis	Track and field star	NJ	Northeast	12/12/99	4	4	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	1	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4070	2460	1	John Walsh	County party league chair	MA	Northeast	12/12/99	4	4	2	2	Bradley	0	1	1	0.2	0.2	0	0.0	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
2000D	8	1	4071	1090	1	Denver Dillard	City attorney	IA	Plains	12/13/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4072	3215	1	Mike O'Donnell	City councilman	IA	Plains	12/13/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4073	3280	1	Nancy Evans	City director of public safety	IA	Plains	12/13/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4074	2679	1	Kim Painter	County recorder	IA	Plains	12/13/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4075	2151	1	Jim Houser	County supervisor	IA	Plains	12/13/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4076	858	1	Dale Todd	Park commissioner	IA	Plains	12/13/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4077	5033	1	AFL-CIO	Labor union	FL	South	12/13/99	4	4	2	2	Gore	1	1	1	0.2	0.2	1	0.2	0	1	0	0	0.5	0.100	0	0	0.5	0.100																									
2000D	8	1	4078	5653	1	Patrick Leahy	U.S. Senator	VT	Northeast	12/13/99	4	4	2	2	Gore	1	1	1	0.6	0.6	1	0.6	0	0	0	0	1	0.600	0	0	0.5	0.300	0.347	0.147	0.088	0.074	1	0.044																			
2000D	8	1	4079	3672	1	Richard Cordray	"Attorney, candidate for U.S. Senate"	OH 	Midwest	12/14/99	4	4	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4080	48	1	Alan Melamed	Activist	OH 	Midwest	12/14/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
2000D	8	1	4081	2204	1	Jimmy Dimora	County party chair	OH 	Midwest	12/14/99	4	4	2	2	Gore	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
2000D	8	1	4082	5300	1	Ethan Geto	Activist (gay rights)	NY	Northeast	12/15/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	1	0.1	0	1	0	0	0.5	0.050	0	0	0.5	0.050	1.000	0.700	0.070	0.175	1	0.018																			
2000D	8	1	4083	4657	1	Unknown	City councilmembers	NY	Northeast	12/15/99	4	4	2	2	Bradley	0	2	1.5	0.1	0.15	0	0.0	0	1	0	0	0.5	0.075	0	0	0.5	0.075																									
2000D	8	1	4084	3888	1	Ronald Johnson	Former city AIDS administrator	NY	Northeast	12/15/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050																									
2000D	8	1	4085	4186	1	Stonewall Democratic Club of Los Angeles	Gay rights group	CA	West	12/15/99	4	4	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	1.000	0.800	0.080	0.400	1	0.040																			
2000D	8	1	4086	2667	1	Kevin Finnegan	President of a gay Democratic club	NY	Northeast	12/15/99	4	4	2	2	Bradley	0	1	1	0.1	0.1	0	0.0	0	1	0	0	0.5	0.050	0	0	0.5	0.050	1.000	0.700	0.070	0.175	1	0.018																			
2000D	8	1	4087	5860	1	Tom Duane	State senator	NY	Northeast	12/15/99	4	4	2	2	Gore	1	1	1	0.2	0.2	1	0.2	0	0	0	1	1	0.200	0	0	0.5	0.100	1.000	0.800	0.160	0.400	1	0.080																			
2000D	8	1	4088	1296	1	Edward Flanagan	"DNC member, state auditor"	VT	Northeast	12/15/99	4	4	2	2	Bradley	0	1	1	0.3	0.3	0	0.0	0	1	0	0	0.5	0.150	0	0	0.5	0.150																									
2000D	8	1	4089	5166	1	Cheryl Rivers	"DNC member, state senator"	VT	Northeast	12/15/99	4	4	2	2	Bradley	0	1	1	0.3	0.3	1	0.3	0	1	0	0	0.5	0.150	0	0	0.5	0.150																									
2000D	8	1	4090	5296	1	Emily Giske	State party vice-chair	NY	Northeast	12/15/99	4	4	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200																									
2000D	8	1	4091	5681	1	Peter Shumlin	State senate president protempore	VT	Northeast	12/15/99	4	4	2	2	Gore	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200																									
2000D	8	1	4092	1193	1	Donna Shalala	U.S. Secretary of Health and Human Services	DC	Own	12/17/99	4	4	2	2	Gore	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200	1.000	0.800	0.320	0.400	1	0.160																			
2000D	8	1	4093	3285	1	Nancy McCarty	City council majority leader	NY	Northeast	12/19/99	4	4	2	2	Gore	1	1	1	0.1	0.1	0	0.0	0	0	0	1	1	0.100	0	0	0.5	0.050																									
