Contest	Contest number	Party number	Endorsement number	Endorser number	Supplemental search	Endorser	Description	State	Region	DATE	Cal quart	Pol quart	Cal dichot	Pol dichot	Endorsee	Nominee	Count	Adjusted count	Weight	Adjusted weight	Pond	Weighted pond	Home state endorsement	Home region endorsement	Another candidate's home state endorsement	Another candidate's home region endorsement	Geography	Weighted geography	Own group endorsement	Another candidate's group endorsement	Group	Weighted group	Endorser's ideology	Ideological distance	Weighted ideological distance	Breadth	Breadth dummy	Weighted breadth																			
1988R	5	2	1954	1175	0	Don Young	U.S. rep.	AK	Own	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	-0.239	0.239	0.095	0.239	1	0.095																			
1988R	5	2	1955	5251	0	Donald Lukens	U.S. rep.	OH	Midwest	1/30/88	4	4	2	2	Kemp	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	1	0	0	0.000	0.359	0.041	0.016	0.000	0	0.000																			
1988R	5	2	1956	1233	0	Duncan Hunter	U.S. rep.	CA	West	1/30/88	4	4	2	2	Kemp	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	1	0	0	0.000	0.397	0.003	0.001	0.000	0	0.000																			
1988R	5	2	1957	5292	0	Elton Gallegly	U.S. rep.	CA	West	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	0.306	0.306	0.123	0.306	1	0.123																			
1988R	5	2	1958	1533	0	Gene Taylor	U.S. rep.	MO	Plains	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	1	1	0.400	-0.043	0.043	0.017	0.043	1	0.017																			
1988R	5	2	1959	5354	0	Hank Brown 	U.S. rep.	CO	West/Plains	1/30/88	4	4	2	2	Kemp	0	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	1	0	0	0.000	0.347	0.053	0.021	0.000	0	0.000																			
1988R	5	2	1960	5358	0	Harold Rogers 	U.S. rep.	KY	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	0	1	1	0.400	-0.119	0.119	0.048	0.060	1	0.024																			
1988R	5	2	1961	1691	0	Harris Fawell	U.S. rep.	IL	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	-0.032	0.032	0.013	0.032	1	0.013																			
1988R	5	2	1962	1714	0	Helen Delich Bentley 	U.S. rep.	MD	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	1	1	0.400	-0.195	0.195	0.078	0.195	1	0.078																			
1988R	5	2	1963	5369	0	Herbert Bateman	U.S. rep.	VA	South 	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	1	1	0.5	0.200	0	1	1	0.400	-0.236	0.236	0.094	0.118	1	0.047																			
1988R	5	2	1964	5373	0	Howard Coble 	U.S. rep.	NC	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	0	1	1	0.400	0.199	0.199	0.079	0.099	1	0.040																			
1988R	5	2	1965	1783	0	Howard Nielson	U.S. rep.	UT	West/Plains	1/30/88	4	4	2	2	Kemp	0	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	1	0	0	0.000	0.548	0.148	0.059	0.000	0	0.000																			
1988R	5	2	1966	1863	0	Jack Fields	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.200	0.586	0.586	0.234	0.000	0	0.000																			
1988R	5	2	1967	1956	0	James Quillen	U.S. rep.	TN	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	1	0	1	0.5	0.200	0	0	0.5	0.200	-0.215	0.215	0.086	0.054	1	0.022																			
1988R	5	2	1968	2125	0	Jim Bunning 	U.S. rep.	KY	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	1	0	1	0.5	0.200	0	1	1	0.400	0.522	0.522	0.209	0.261	1	0.104																			
1988R	5	2	1969	5436	0	Jim Jeffords	U.S. rep.	VT	Northeast	1/30/88	4	4	2	2	Dole	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	-0.889	1.089	0.435	1.089	1	0.435																			
1988R	5	2	1970	5450	0	Joe Barton 	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	1	1	0	1	0	0.000	0	0	0.5	0.200	0.636	0.636	0.254	0.000	0	0.000																			
1988R	5	2	1971	5460	0	Joe Skeen 	U.S. rep.	NM	West/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	0	0	0.5	0.200	-0.061	0.061	0.024	0.015	1	0.006																			
1988R	5	2	1972	2346	0	John Hiler	U.S. rep.	IN	Midwest	1/30/88	4	4	2	2	Kemp	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	1	0	0	0.000	0.146	0.254	0.102	0.000	0	0.000																			
1988R	5	2	1973	5476	0	John Kasich	U.S. rep.	OH	Midwest	1/30/88	4	4	2	2	Dole	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	-0.113	0.313	0.125	0.313	1	0.125																			
1988R	5	2	1974	2403	0	John Myers 	U.S. rep.	IN	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200	-0.224	0.224	0.090	0.112	1	0.045																			
1988R	5	2	1975	5491	0	John Rowland 	U.S. rep.	CT	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	-0.513	0.513	0.205	0.513	1	0.205																			
1988R	5	2	1976	2514	0	Joseph McDade Jr.	U.S. rep.	PA	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	0	0.5	0.200	-0.623	0.623	0.249	0.312	1	0.125																			
1988R	5	2	1977	2700	0	Lamar Smith	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.200	0.172	0.172	0.069	0.000	0	0.000																			
1988R	5	2	1978	2710	0	Larry Combest 	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.200	0.473	0.473	0.189	0.000	0	0.000																			
1988R	5	2	1979	2744	0	Lawrence Coughlin 	U.S. rep.	PA	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	0	0.5	0.200	-0.449	0.449	0.179	0.224	1	0.090																			
1988R	5	2	1980	2857	0	Lynn Martin 	U.S. rep.	IL	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	0.024	0.024	0.009	0.024	1	0.009																			
1988R	5	2	1981	2867	0	Mac Sweeney 	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.200	0.140	0.140	0.056	0.000	0	0.000																			
1988R	5	2	1982	5562	0	Manuel Lujan 	U.S. rep.	NM	West/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	0	0	0.5	0.200	-0.134	0.134	0.053	0.033	1	0.013																			
1988R	5	2	1983	5596	0	Michael Bilirakis 	U.S. rep.	FL	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	0	1	1	0.400	0.126	0.126	0.050	0.063	1	0.025																			
1988R	5	2	1984	5606	0	Michael Oxley	U.S. rep.	OH	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	0.140	0.140	0.056	0.140	1	0.056																			
1988R	5	2	1985	3159	0	Mickey Edwards	U.S. rep.	OK	South/Plains	1/30/88	4	4	2	2	Kemp	0	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	1	0	0	0.000	0.146	0.254	0.102	0.000	0	0.000																			
1988R	5	2	1986	5619	0	Nancy Johnson	U.S. rep.	CT	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	-0.763	0.763	0.305	0.763	1	0.305																			
1988R	5	2	1987	3443	0	Paul Henry	U.S. rep.	MI	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	-0.242	0.242	0.097	0.242	1	0.097																			
1988R	5	2	1988	5693	0	Ralph Regula	U.S. rep.	OH	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	-0.405	0.405	0.162	0.405	1	0.162																			
1988R	5	2	1989	5701	0	Richard Baker	U.S. rep.	LA	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	0	0	0.5	0.200	0.248	0.248	0.099	0.062	1	0.025																			
1988R	5	2	1990	5727	0	Robert Badham 	U.S. rep.	CA	West	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	0.714	0.714	0.286	0.714	1	0.286																			
1988R	5	2	1991	3770	0	Robert Davis	U.S. rep.	MI	Midwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	-0.679	0.679	0.272	0.679	1	0.272																			
1988R	5	2	1992	5734	0	Robert Lagomarsino	U.S. rep.	CA	West	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	0.164	0.164	0.065	0.164	1	0.065																			
1988R	5	2	1993	5742	0	Robert Smith	U.S. rep.	OR	West	1/30/88	4	4	2	2	Dole	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	1	1	0.5	0.200	0.111	0.089	0.036	0.044	1	0.018																			
1988R	5	2	1994	5750	0	Rod Chandler	U.S. rep.	WA	West  	1/30/88	4	4	2	2	Dole	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	-0.271	0.471	0.188	0.471	1	0.188																			
1988R	5	2	1995	3879	0	Ron Marlenee 	U.S. rep.	MT	West/Plains	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	1	1	0.400	0.362	0.362	0.145	0.362	1	0.145																			
1988R	5	2	1996	5759	0	Ron Packard 	U.S. rep.	CA	West	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	1	1	0.400	0.286	0.286	0.114	0.286	1	0.114																			
1988R	5	2	1997	4067	0	Silvio Conte 	U.S. rep.	MA	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200	-0.787	0.787	0.315	0.393	1	0.157																			
1988R	5	2	1998	4111	0	Steve Bartlett 	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.200	0.376	0.376	0.151	0.000	0	0.000																			
1988R	5	2	1999	5805	0	Steve Gunderson	U.S. rep.	WI	Midwest/Plains	1/30/88	4	4	2	2	Dole	0	1	1	0.4	0.4	1	0.4	0	1	0	0	0.5	0.200	1	0	0	0.000	-0.384	0.584	0.234	0.000	0	0.000																			
1988R	5	2	2000	5858	0	Tom DeLay	U.S. rep.	TX	South/Southwest	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	1	1	0	1	0	0.000	0	0	0.5	0.200	0.959	0.959	0.384	0.000	0	0.000																			
1988R	5	2	2001	4399	0	Tom Lewis 	U.S. rep.	FL	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	1	0	1	0.5	0.200	0	1	1	0.400	0.091	0.091	0.036	0.045	1	0.018																			
1988R	5	2	2002	5874	0	Tom Petri	U.S. rep.	WI	Midwest/Plains	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	1	1	0.400	-0.218	0.218	0.087	0.218	1	0.087																			
1988R	5	2	2003	5876	0	Tom Ridge 	U.S. rep.	PA	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	1	1	0.400	-0.489	0.489	0.196	0.489	1	0.196																			
1988R	5	2	2004	4956	0	William Clinger	U.S. rep.	PA	Northeast	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	0	0	1	1	0.400	0	1	1	0.400	-0.492	0.492	0.197	0.492	1	0.197																			
1988R	5	2	2005	4960	0	William Dickinson 	U.S. rep.	AL	South	1/30/88	4	4	2	2	Bush	1	1	1	0.4	0.4	0	0.0	0	1	0	1	0.5	0.200	0	0	0.5	0.200	0.146	0.146	0.058	0.037	1	0.015																			
1988R	5	2	2006	5310	0	Frank Murkowski 	U.S. Senator	AK	Own	1/30/88	4	4	2	2	Dole	0	1	1	0.6	0.6	1	0.6	0	0	0	0	1	0.600	1	0	0	0.000	-0.055	0.255	0.153	0.000	0	0.000																			
1988R	5	2	2007	5400	0	James McClure	U.S. Senator	ID	West/Plains	1/30/88	4	4	2	2	Bush	1	1	1	0.6	0.6	1	0.6	0	0	0	1	1	0.600	0	1	1	0.600	0.712	0.712	0.427	0.712	1	0.427																			
1988R	5	2	2008	5620	0	Nancy Kassebaum	U.S. Senator	KS	Plains	1/30/88	4	4	2	2	Dole	0	1	1	0.6	0.6	1	0.6	1	1	0	0	0	0.000	1	0	0	0.000	-0.586	0.786	0.471	0.000	0	0.000																			
1988R	5	2	2009	5744	0	Robert Stafford	U.S. Senator	VT	Northeast	1/30/88	4	4	2	2	Dole	0	1	1	0.6	0.6	1	0.6	0	0	0	0	1	0.600	1	0	0	0.000	-0.862	1.062	0.637	0.000	0	0.000																			
1988R	5	2	2010	5234	0	Des Moines Register	Newspaper	IA	Plains	1/31/88	4	4	2	2	Dole	0	1	1	0.1	0.1	1	0.1	0	1	0	0	0.5	0.050	0	0	0.5	0.050	1.000	0.800	0.080	0.200	1	0.020																			
1988R	5	2	2011	2366	0	John LaMura 	City councilman	NY	Northeast	2/1/88	4	4	2	2	Dole	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	0	0.5	0.050																									
1988R	5	2	2012	3016	0	Mary Fallon	Former supervisor	NY	Northeast	2/1/88	4	4	2	2	Dole	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	0	0.5	0.050																									
1988R	5	2	2013	1681	0	Harold Malkmes 	Highway superintendent	NY	Northeast	2/1/88	4	4	2	2	Dole	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	0	0.5	0.050																									
1988R	5	2	2014	151	0	Anthony Pace	Local party leader	NY	Northeast	2/1/88	4	4	2	2	Bush	1	1	1	0.2	0.2	0	0.0	0	0	1	1	1	0.200	0	0	0.5	0.100																									
1988R	5	2	2015	4410	0	Tom Neppell 	Local party leader	NY	Northeast	2/1/88	4	4	2	2	Bush	1	1	1	0.2	0.2	0	0.0	0	0	1	1	1	0.200	0	0	0.5	0.100																									
1988R	5	2	2016	3737	0	Ricky Skaggs	Singer	TN	South	2/3/88	4	4	2	2	Robertson	0	1	1	0.1	0.1	0	0.0	0	1	0	1	0.5	0.050	1	0	0	0.000																									
1988R	5	2	2017	1565	0	George Parsons	County party chair	KS	Plains	2/4/88	4	4	2	2	Dole	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
1988R	5	2	2018	3604	0	Randall Ann Brooks	"Actor, Reagan's youth chairwoman"	CA	West	2/5/88	4	4	2	2	Robertson	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1988R	5	2	2019	4206	0	Straw poll	Hawaii	HI	Own	2/5/88	4	4	2	2	Robertson	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1988R	5	2	2020	830	0	County conventions	County party organization	KS	Plains	2/6/88	4	4	2	2	Dole	0	1	1	0.2	0.2	0	0.0	1	1	0	0	0	0.000	0	0	0.5	0.100																									
1988R	5	2	2021	3260	0	Mort Sahl	Comedian	CA	West	2/7/88	4	4	2	2	Haig	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050	-1.000	1.400	0.140	0.700	1	0.070																			
1988R	5	2	2022	1536	0	George Allen	Former football coach	VA	South 	2/7/88	4	4	2	2	Haig	0	1	1	0.1	0.1	0	0.0	0	0	1	1	1	0.100	0	0	0.5	0.050	1.000	0.600	0.060	0.300	1	0.030																			
1988R	5	2	2023	3973	0	Sam Yorty	Former mayor of Los Angeles	CA	West	2/7/88	4	4	2	2	Haig	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100	1.000	0.600	0.120	0.300	1	0.060																			
1988R	5	2	2024	5735	0	Robert Lounsberry	Former state secretary of agriculture	IA	Plains	2/8/88	4	4	2	2	Dole	0	1	1	0.1	0.1	1	0.1	0	1	0	0	0.5	0.050	1	0	0	0.000																									
1988R	5	2	2025	30	0	Al Haig	Former U.S. Secretary of State under Ronald Reagan	DC	Own	2/12/88	4	4	2	2	Dole	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1988R	5	2	2026	1290	0	Edward Bennett 	State rep.	NH	Northeast	2/12/88	4	4	2	2	Bush	1	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100			 																						
1988R	5	2	2027	3134	0	Michael Legg	Campaign operative	MI	Midwest	2/13/88	4	4	2	2	Kemp	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050			 																						
1988R	5	2	2028	4284	0	Terry Gilsenan	Campaign operative	MI	Midwest	2/13/88	4	4	2	2	Kemp	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1988R	5	2	2029	5241	0	Dick Posthumous	State senator	MI	Midwest	2/13/88	4	4	2	2	Kemp	0	1	1	0.2	0.2	1	0.2	0	0	0	0	1	0.200	0	0	0.5	0.100	0.000	0.400	0.080	0.200	1	0.040																			
1992D	6	1	2030	2833	0	Lorraine Voles	Former staffer for Geraldine Ferraro and Michael Dukakis	DC	Own	8/31/91	3	1	2	1	Harkin	0	1	1	0.1	0.1	0	0.0	0	0	0	0	1	0.100	0	0	0.5	0.050																									
1992D	6	1	2031	5067	0	Arthur Davis	Former state party chair	IA	Plains	8/31/91	3	1	2	1	Harkin	0	1	1	0.1	0.1	1	0.1	1	1	0	1	0	0.000	0	0	0.5	0.050																									
1992D	6	1	2032	5851	0	Toby Moffett	Former U.S. rep.	CT	Northeast	8/31/91	3	1	2	1	Harkin	0	1	1	0.2	0.2	1	0.2	0	0	0	1	1	0.200	0	1	1	0.200	0.219	0.381	0.076	0.381	1	0.076																			
1992D	6	1	2033	628	0	Carter Eskew	Political consultant	DC	Own	8/31/91	3	1	2	1	Harkin	0	1	1	0.2	0.2	0	0.0	0	0	0	0	1	0.200	0	0	0.5	0.100																									
1992D	6	1	2034	5357	0	Harold Hughes	"Former governor, U.S. Senator"	IA	Plains	8/31/91	3	1	2	1	Harkin	0	1	1	0.3	0.3	1	0.3	1	1	0	1	0	0.000	0	0	0.5	0.150	0.767	0.167	0.050	0.000	0	0.000																			
1992D	6	1	2035	5527	0	Lane Evans	U.S. rep.	IL	Midwest	8/31/91	3	1	2	1	Harkin	0	1	1	0.4	0.4	1	0.4	0	0	0	0	1	0.400	0	0	0.5	0.200	0.388	0.212	0.085	0.106	1	0.042																			
1992D	6	1	2036	5425	0	Jim Bacchus	U.S. rep.	FL	South	9/11/91	3	1	2	1	McCurdy	0	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	0	0	0.5	0.200	-0.314	0.286	0.114	0.071	1	0.029																			
1992D	6	1	2037	2302	0	John Cox	U.S. rep.	IL	Midwest	9/11/91	3	1	2	1	McCurdy	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	1	0	0	0.000	-0.058	0.542	0.217	0.000	0	0.000																			
1992D	6	1	2038	393	0	Bill Somerville	County party chair	NE	Plains	9/19/91	3	1	2	1	Harkin	0	1	1	0.2	0.2	0	0.0	0	1	1	1	0.5	0.100	0	0	0.5	0.100																									
1992D	6	1	2039	4475	0	Trish Lanphier	County party chair	NE	Plains	9/24/91	3	1	2	1	Kerrey	0	1	1	0.2	0.2	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.100																									
1992D	6	1	2040	5918	0	William Lacy Clay	State senator	MO	Plains	9/24/91	3	1	2	1	Wilder	0	1	1	0.2	0.2	1	0.2	0	0	0	1	1	0.200	1	0	0	0.000	0.531	0.831	0.166	0.000	0	0.000																			
1992D	6	1	2041	5087	0	Ben Nelson	Governor	NE	Plains	9/24/91	3	1	2	1	Kerrey	0	1	1	0.8	0.8	1	0.8	1	1	0	1	0	0.000	0	0	0.5	0.400	-0.859	0.959	0.768	0.000	0	0.000																			
1992D	6	1	2042	5320	0	Gary Condit	U.S. rep.	CA	West	9/28/91	3	1	2	1	McCurdy	0	1	1	0.4	0.4	1	0.4	0	0	1	1	1	0.400	1	0	0	0.000	-0.959	0.359	0.143	0.000	0	0.000																			
1992D	6	1	2043	2343	0	John Hemphill	Former county party chair	MN	Plains	10/3/91	4	1	2	1	Harkin	0	1	1	0.1	0.1	0	0.0	0	1	0	1	0.5	0.050	0	0	0.5	0.050																									
1992D	6	1	2044	4357	0	Timothy Penny	U.S. rep.	MN	Plains	10/3/91	4	1	2	1	Kerrey	0	1	1	0.4	0.4	0	0.0	0	1	0	1	0.5	0.200	0	1	1	0.400	-0.921	1.021	0.408	0.510	1	0.204																			
1992D	6	1	2045	5667	0	Paul Wellstone	U.S. Senator	MN	Plains	10/3/91	4	1	2	1	Harkin	0	1	1	0.6	0.6	1	0.6	0	1	0	1	0.5	0.300	1	0	0	0.000	1.026	0.426	0.256	0.000	0	0.000																			
1992D	6	1	2046	5428	0	Jim Cooper	U.S. rep.	TN	South	10/5/91	4	1	2	1	McCurdy	0	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	1	0	0	0.000	-0.623	0.023	0.009	0.000	0	0.000																			
1992D	6	1	2047	5092	0	Beryl Anthony	U.S. rep.	AR	South	10/9/91	4	1	2	1	Clinton	1	1	1	0.4	0.4	1	0.4	1	1	0	1	0	0.000	0	0	0.5	0.200	-0.166	0.066	0.026	0.000	0	0.000																			
1992D	6	1	2048	5096	0	Bill Alexander	U.S. rep.	AR	South	10/9/91	4	1	2	1	Clinton	1	1	1	0.4	0.4	1	0.4	1	1	0	1	0	0.000	0	0	0.5	0.200	0.368	0.468	0.187	0.000	0	0.000																			
1992D	6	1	2049	3626	0	Ray Thornton	U.S. rep.	AR	South	10/9/91	4	1	2	1	Clinton	1	1	1	0.4	0.4	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.200	-0.177	0.077	0.031	0.000	0	0.000																			
1992D	6	1	2050	5197	0	Dale Bumpers	U.S. Senator	AR	South	10/9/91	4	1	2	1	Clinton	1	1	1	0.6	0.6	1	0.6	1	1	0	1	0	0.000	0	0	0.5	0.300	0.082	0.182	0.109	0.000	0	0.000																			
1992D	6	1	2051	5222	0	David Pryor	U.S. Senator	AR	South	10/9/91	4	1	2	1	Clinton	1	1	1	0.6	0.6	1	0.6	1	1	0	1	0	0.000	0	0	0.5	0.300	-0.020	0.080	0.048	0.000	0	0.000																			
1992D	6	1	2052	5049	0	Textile workers union local	Labor union	NH	Northeast	10/10/91	4	1	2	1	Harkin	0	1	1	0.1	0.1	1	0.1	0	0	0	1	1	0.100	0	0	0.5	0.050	1.000	0.400	0.040	0.200	1	0.020																			
1992D	6	1	2053	5581	0	Mary Rauh	President Northeast Planned Parenthood	NH	Northeast	10/17/91	4	1	2	1	Kerrey	0	1	1	0.2	0.2	1	0.2	0	0	0	1	1	0.200	0	0	0.5	0.100																									
1992D	6	1	2054	4589	0	Unknown	Allies of Mayor Daley	IL	Midwest	10/22/91	4	1	2	1	Clinton	1	unknown	1.5	0.1	0.15	0	0.0	0	0	0	0	1	0.150	0	0	0.5	0.075																									
1992D	6	1	2055	5859	0	Tom Downey	U.S. rep.	NY	Northeast	10/23/91	4	1	2	1	Cuomo	0	1	1	0.4	0.4	1	0.4	1	1	0	0	0	0.000	0	0	0.5	0.200	0.306	0.194	0.077	0.000	0	0.000																			
1992D	6	1	2056	5318	0	Garry Mauro	State land commissioner	TX	South/Southwest	10/31/91	4	1	2	1	Clinton	1	1	1	0.2	0.2	1	0.2	0	1	0	1	0.5	0.100	0	0	0.5	0.100	-1.000	0.900	0.180	0.225	1	0.045																			
1992D	6	1	2057	5125	0	Bob Bullock	Lieutenant governor	TX	South/Southwest	10/31/91	4	1	2	1	Kerrey	0	1	1	0.4	0.4	1	0.4	0	0	0	1	1	0.400	0	0	0.5	0.200	-1.000	1.100	0.440	0.550	1	0.220																			
1992D	6	1	2058	5925	0	Willie Nelson	Singer	TX	South/Southwest	11/1/91	4	1	2	1	Kerrey	0	1	1	0.1	0.1	1	0.1	0	0	0	1	1	0.100	0	0	0.5	0.050	1.000	0.900	0.090	0.450	1	0.045																			
1992D	6	1	2059	4590	0	Unknown	State reps.	FL	South	11/6/91	4	1	2	1	Clinton	1	5	1.5	0.2	0.3	0	0.0	0	1	0	1	0.5	0.150	0	0	0.5	0.150																									
1992D	6	1	2060	4591	0	Unknown	State senators	FL	South	11/6/91	4	1	2	1	Clinton	1	2	1.5	0.2	0.3	0	0.0	0	1	0	1	0.5	0.150	0	0	0.5	0.150		 																							
1992D	6	1	2061	5153	0	Buddy MacKay 	"Lieutenant governor, DLC member"	FL	South	11/6/91	4	1	2	1	Clinton	1	1	1	0.4	0.4	1	0.4	0	1	0	1	0.5	0.200	0	0	0.5	0.200	-0.661	0.561	0.225	0.140	1	0.056																			
1992D	6	1	2062	4603	0	Unknown	State legislators	IA	Plains	11/13/91	4	1	2	1	Harkin	0	83	1.5	0.2	0.3	0	0.0	1	1	0	1	0	0.000	0	0	0.5	0.150																									
1992D	6	1	2063	4207	0	Straw poll	AFL-CIO debate		National	11/13/91	4	1	2	1	Harkin	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	0	0.5	0.200																									
1992D	6	1	2064	1072	0	Dennis Hertel	U.S. rep.	MI	Midwest	11/14/91	4	1	2	1	Kerrey	0	1	1	0.4	0.4	0	0.0	0	0	0	0	1	0.400	0	1	1	0.400	0.271	0.171	0.069	0.171	1	0.069																			
1992D	6	1	2065	5571	0	Mark Hounsell	State senator	NH	Northeast	11/17/91	4	1	2	1	Wilder	0	1	1	0.2	0.2	1	0.2	0	0	0	1	1	0.200	0	1	1	0.200																									
